,author,content,date,tag,title,url
466,OpIndia Staff,"During the swearing-in ceremony of Karnataka Chief Minister Kumaraswamy, the mythical opposition unity was touted with great fanfare. Among the many ‘united’ faces, were that of Sonia Gandhi and BSP supremo Mayawati hugging it out with Prince Rahul looking on in adulation. However, a few months after the event, the mahagathbandan seems to be crumbling like a house of cards. Today, BSP supremo Mayawati held a press conference and trained guns at the Congress party. Speaking about the alliance, she said that Digvijay Singh doesn’t want an alliance between the Congress party and BSP because he is scared of central government agencies like CBI and Enforcement Directorate. Hilariously, she called Digvijay a ‘BJP agent’ while refuting the allegations that it was because of her that the alliance was falling through. She said that Rahul Gandhi and Sonia Gandhi’s intentions for a grand alliance was pure, but some leaders from within the Congress party are sabotaging such plans. She also revealed that Congress is scared to give Muslim candidates tickets for fighting elections because they are scared of the BJP, and asserted that BSP cannot do that. She also accused the Congress of using Dalits but not doing anything substantial for the community. Calling Congress arrogant, Mayawati said that Congress in a bad shape and yet, they think they can fight and win elections alone. She also asserted that it is this arrogance that has led to the Congress party’s downfall.",2018-10-03,"2019 general elections,BJP,bsp,Congress,Dalits,Hindus,mahagathbandhan,mayawati,Muslims,Narendra Modi,rahul gandhi,sonia gandhi,United Opposition,Uttar Pradesh","Mayawati trains guns at Congress, calls Digvijay Singh a ‘BJP agent’, accuses the party of using Dalits",https://www.opindia.com/2018/10/mayawati-trains-guns-at-congress-calls-digvijay-singh-a-bjp-agent-accuses-the-party-of-using-dalits/
467,OpIndia Staff,"‘Eminent’ mainstream media ‘journalist’, Karan Thapar, in a video shared on Twitter by the official account of All India Professionals’ Congress (AIPC), has appealed to people join the AIPC. He said, “It wasn’t just a pleasure to be at the AIPC, it was an honour and I have to say that I enjoyed myself enormously.” He goes on to add, “It’s an experience that I recommend everyone. You must come and join the AIPC, these are wonderful events.” The AIPC describes itself as “your platform to contribute to the advancement of progressive politics in India”. The video, interestingly, ends with an advertisement for an event involving journalist Rajdeep Sardesai. Karan Thapar has been accused  of publishing concocted conversations as truth in his book ‘The Devil’s Advocate’. He has also insinuated that in the past that India is not a civilized nation. Accusations have also been made  against him that he did not want a certain actress in a TV serial because she had a dark complexion. Thapar has been known to criticize  Prime Minister Modi for his attire as well. The mainstream media has been often accused in recent times of harbouring a partisan bias and the actions of Karan Thapar only serves to confirm that notion. The media is known to indule in creating an anti-BJP narrative. We at OpIndia.com have regularly called out lies  spread by the mainstream media. The credibility of the MSM is at a critical low. Under such circumstances, it doesn’t bode well for the media that journalists who claim to be neutral are appealing to people to join the platform of a political party.",2018-10-01,"Congress,INC,Karan Thapar,mainstream media,media bias,Rajdeep Sardesai",‘Non-partisan’ journalist Karan Thapar appeals to people to join a platform of the Congress party,https://www.opindia.com/2018/10/non-partisan-journalist-karan-thapar-appeals-to-people-to-join-a-platform-of-the-congress-party/
468,Ron Grosset,"I read with interest Vice President Venkaiah Naidu’s remarks addressing the fourth convocation of the National Institute of Technology Goa reported by Press Trust of India on September 29, 2018. Some sections of the media had quoted Naidu as saying “English is an illness left behind by the British” during a Hindi Day event held in New Delhi early this month. “Somewhere I was speaking about protecting and encouraging the mother tongue and some section of the media wrote that I said English is (an) illness, I did not say English is (an) illness. English is not (an) illness, but English mind is (an) illness which we have inherited from the Britishers,” he said. “Britishers have left but they have created an inferiority complex. They have given the thought that Britishers are great, foreigners are great and we are nothing. We must come out of this mentality. We must feel proud of our heritage, our past and our great leaders of this country,” the Vice President added. Naidu recalled that India never attacked any country, but it was “ruined” by invaders. “They (invaders) ruled us, they ruined us. Not only they ruined us economically, but they ruined us mentally also. Some of the people are suffering from that disease,” he said. The Vice President insisted that Indians must get back to their roots. In my opinion, as a ‘Britisher’, Vice President Venkaiah Naidu is absolutely right. There’s nothing I can do, as a British citizen about the colonial mindset to which Naidu refers, however, he says “Don’t forget culture. Don’t forget Indian philosophy.” And I couldn’t agree more. Just look at the struggle we ‘Britishers’ have had to protect our own culture and language. In Scotland – our Parliament is supporting initiatives to preserve Gaelic and Scots languages. The Gaelic Language (Scotland) Act 2005 was passed as a first step to secure the status of the Gaelic language as an official language of Scotland with equal respect to the English language and to create a sustainable future for Gaelic in Scotland, against a background of declining numbers of those speaking Gaelic fluently. The Scottish Government’s Gaelic Language Plan came into operation in June 2010. Scottish dialects are known collectively as the Scots language – ‘Doric’, ‘Lallans’ and ‘Scotch’ or by more local names across various dialect regions of Scotland. Various organisations promote the use of Scots in formal, informal and everyday use. In Wales – there is real passion about the Welsh language which continues to thrive with nearly 20% of the population speaking Welsh. Various parliamentary acts (1993, 1998 and 2011) provide that English and Welsh’s languages have equal importance. ‘Cymraeg 2050’ a strategy announced by the Welsh Government in 2017, aims to increase the numbers speaking Welsh to 1 million by 2050. In Ireland – there are long-standing initiatives to preserve and promote the Irish language. Údarás na Gaeltachta is the authority responsible to ensure that Irish remains the main communal language of the Gaeltacht (an Irish-language word for any primarily Irish-speaking region) and is passed on to future generations. Vast sums are being spent to protect and preserve our culture. Naidu said “We have beautiful languages. We should always respect them. Try to converse within the family, society in the mother tongue.” That’s exactly what we ‘Britishers’ are trying to do in our homeland. The example given by Naidu – “Let us give up the colonial minds. I have done some small-small changes in the Rajya Sabha. When any minister wanted to lay the paper on the table they used to say ‘I beg to table’. I said begging whom? I said we should say ‘I submit a paper or lay on the table’. ”Naidu is right – but this particular example simply demonstrates the use of archaic English in India, perpetuated by schools and authorities simply reprinting archaic English texts. I remember talking to students in Mumbai, not so very long ago, and asking why certain phrases were still in common use. The answer? They all had been brought up on Wren & Martin’s book – High School English Grammar and Composition or collectively, a series of English grammar textbooks written jointly by P. C. Wren and H. Martin. These were written primarily for the children of British officers residing in India, and were widely adopted by Indian and Pakistani schools in the post-colonial era. The books were published in 1935, with a discussion on composition added later. The content in the books is largely based on The Manual of English Grammar and Composition by J. C. Nesfield. Published by the ‘Britisher’ Macmillan in 1908. The Vice President said there is nothing wrong in learning English or any other foreign language. “You can learn as many languages as you want. You can learn Portuguese, Chinese, Russian, there is nothing wrong. We should discuss and debate in our mother tongue.” The key, however, for Vice President Venkaiah Naidu is to accept that English has official or special status in more than 75 countries with a total population of over 2 billion. By most common estimates, around 750 million people speak English as a foreign language. There are 6,000 languages in the world today, and half of the world’s population speaks only 10 of them. English is the single most dominant of these 10. The British Council has gathered many of the statistics relating to English: English is the main language of books, newspapers, airports and air-traffic control, international business and academic conferences, science, technology, diplomacy, sport, international competitions, pop music and advertising. Over two-thirds of the world’s scientists read in English. Three-quarters of the world’s mail is written in English. Eighty per cent of the world’s electronically stored information is in English. Of the estimated 200 million users of the Internet, some thirty-six per cent communicate in English. English is used as the lingua franca between nations where English is not the primary language. In a globalised world, the number of English learners around the world is only expected to grow further. 25% of the world’s population speak English to some level of competence; demand from 75% of the world’s population is increasing. The ‘Britishers’ have not left. The British Council continues to do extraordinary work in India and offers a range of projects in arts, education, English language and society to audiences with Indian partners in cities all over India. The educational publishing market in India is still dominated by British brands. Thankfully, Indian publishers are challenging the market in India with excellent English language material. If India can simply accept that English is important, and ‘get over’ the ‘Britisher’ attitude and embrace modern English – even American English, then the contribution that Indian people can make to the world on a truly global scale is absolutely unlimited – but not at the expense of India’s languages. Naidu is right “We have beautiful languages. We should always respect them. Try to converse within the family and society in your mother tongue.” I write this article from Edinburgh, Scotland, UK. We are book publishers, of many years standing, with alliances, friendships and associations with India going back for more than 30 years. From a British perspective, although I am Scottish, we are currently struggling, as a still United Kingdom, with the issues surrounding Brexit. I, like the majority of Scots, am a ‘remainer’, but what we all must share and care about, and take pride in, is our culture and heritage. Vice President Venkaiah Naidu’s vision has to be the right way forward.",2018-10-01,"British empire,British rule,Colonialism,cultural heritage,Culture,Culture War,English,Foreign language,Hindi,hindu,Indian Culture,Language wars,tradition","As a Scot, I agree with VP Venkaiah Naidu. Every country should preserve its culture and heritage",https://www.opindia.com/2018/10/as-a-scot-i-agree-with-vp-venkaiah-naidu-every-country-should-preserve-its-culture-and-heritage/
469,OpIndia Staff,"Three Congress workers have reportedly been expelled  from the party for shouting ‘Har Har Mahadev’ and ‘Bam Bam Bhole’. As per reports, the ‘activities’ of these three workers at Bamrauli airport on 28th September made their ‘Shiv Bhakt ‘ party president Rahul Gandhi ‘uncomfortable’. According to a report  in Jagran.com, 3 Congress leaders, namely Pradesh Congress Committee general secretary Mukund Tiwari, Youth Congress Pradesh secretary Haseeb Ahmed and former general secretary of youth congress Jitendra Tiwari. The report states that when Rahul Gandhi landed in Bamrauli airport in Uttar Pradesh after his Chitrakoot address on 28 September, these three leaders shouted slogans like ‘Shiv Bhakt Rahul Gandhi Zindabad’, ‘Har Har Mahadev’ and reportedly gifted  a picture of Lord Shiva to him. Rahul Gandhi reportedly found these slogans unnecessary and uncomfortable. On top of that, former MLA Anugrah Narayan Singh, who was supposed to bring food for Rahul Gandhi was reportedly stuck in a traffic jam and thus Rahul had to go back hungry. Anil Dwivedi, a district president in Congress party has informed that the three persons had ignored ‘party discipline’ and Rahul Gandhi’s security while chanting the slogans and hence they have been expelled. However, Haseeb Ahmad, one of the expelled leaders, has reportedly stated the media that similar slogans were raised in Amethi too after Rahul Gandhi returned from Kailash Mansarovar yatra. He has also reportedly questioned Rahul Gandhi’s sincerity because there is nothing wrong in chanting Har Har Mahadev. Haseeb Ahmed has earlier been in news for depicting Rahul Gandhi as Shri Krishna  protecting Renuka Chowdhury’s honour and BJP leaders including the Prime Minister as Kauravas as a recreation of the famous episode from the Mahabharata when the Kauravas attempted to disrobe Draupadi. Earlier Haseeb had got creative with their posters and shown his support for Congress president’s sister, Priyanka Gandhi, since ‘mother is ill and brother is overworked’. The BJP, however, has lashed out at Congress and Rahul Gandhi stating that the entire projection of Rahul Gandhi being a Shiv Bhakt was a total farce. Sudhanshu Trivedi, the BJP spokesperson, has stated  that Rahul Gandhi has shown his true colours from Mansarovar to Prayag Raj and he is not a Shiv Bhakt but rather a ‘Bagoola Bhakt’ (fake devotee, referring to the Panchatantra tale of a heron that fakes religious devotion to find easy prey). It is notable here that since Gujrat elections, Rahul Gandhi and Congress have been trying very hard to play the ‘soft Hindutva’ card. Rahul was seen temple hopping  during the Gujarat and Karnataka elections . He had also claimed to have gone on a religious pilgrimage to Kailash Mansarovar. Congress party workers and leaders have made several attempts to portray  him as a Shiv Bhakt, Ram Bhakt, and even an Avatar of Shiva.",2018-10-01,"2019 elections,allahabad,Congress,Karnataka election,Lord Shiva,madhya pradesh assembly elections,Priyanka Gandhi,rahul gandhi,raj babbar,Renuka Choudhary,Soft Hindutva,Somnath temple,Uttar Pradesh","Shiv Bhakt Rahul expels partymen for chanting Har Har Mahadev, BJP lashes out",https://www.opindia.com/2018/10/shiv-bhakt-rahul-expels-partymen-for-chanting-har-har-mahadev-bjp-lashes-out/
470,OpIndia Staff,"Allahabad Congress leader Haseeb Ahmed, who was expelled from the party for chanting ‘Har Har Mahadev’  and ‘Bam Bam Bole’ which caused embarrassment to party president ‘Shiv Bhakt’ Rahul Gandhi, has now accused another Congress leader of having links with the Maoists and ISIS. According to Haseeb, Allahabad district Congress leader Anil Dwivedi didn’t like the chants and hence got the three Congress leaders suspended. He then accused Dwivedi of having links to Maoists and ISIS. As per reports, 3 Congress leaders, namely Pradesh Congress Committee general secretary Mukund Tiwari, Youth Congress Pradesh secretary Haseeb Ahmed and former general secretary of youth congress Jitendra Tiwari were suspended from the party for shouting ‘Har Har Mahadev’ and ‘Bam Bam Bhole’ as their ‘activities’ made ‘Shiv Bhakt ‘ Rahul Gandhi ‘uncomfortable’. Anil Dwivedi, a district president in Congress party has informed that the three persons had ignored ‘party discipline’ and Rahul Gandhi’s security while chanting the slogans and hence they have been expelled. Haseeb Ahmed has earlier been in news for depicting Rahul Gandhi as Shri Krishna  protecting Renuka Chowdhury’s honour and BJP leaders including the Prime Minister as Kauravas as a recreation of the famous episode from the Mahabharata when the Kauravas attempted to disrobe Draupadi. He had also got creative with posters  in a bid to urge Rahul Gandhi’s sister Priyanka Gandhi to take over the reigns and join the politics actively. On an earlier ocassion, he had also claimed  Rahul Gandhi is Parshuram’s descendant. He had also extended  his support to Tejashwi and Tej Pratap Yadav after Nitish Kumar broke alliance with RJD in Bihar. During the run up to the Uttar Pradesh elections, Ahmed had also portrayed Rahul Gandhi as Arjun. While the Congress is trying its best to toe the soft Hindutva  line ahead of upcoming elections, it comes as a surprise that after proclaiming Rahul Gandhi as a ‘janeu dhaari  shiv bhakt’, the Congress party would expel a leader fo merely chanting ‘Har Har Mahadev’. Congress has repeatedly played the caste card during elections too. Recently, the party had also proclaimed that Rahul Gandhi has “Brahmin DNA ”. It would seem like for the Congress party, religion is merely a tool of election propaganda while caste is a knife to divide the Hindus with. Just like Lingayats  were used during the Karnataka elections by giving them a minority religion status, Congress now seems to be using the Brahmin Shiv Bhakt card, while getting offended at the chants of Har Har Mahadev, just to divide the community and score election brownie points.",2018-10-02,"allahabad,Congress,congress leaders,ISIS,Maoists,Priyanka Gandhi,rahul gandhi,Shiv Bhakt,Uttar Pradesh",Suspended Congress leader accuses another Congress leader of having Maoists and ISIS links,https://www.opindia.com/2018/10/suspended-congress-leader-accused-another-congress-leader-of-having-maoists-and-isis-links/
471,Shashank Goyal,"In an earlier article  this author had traced the entire timeline of the Rafale deal since 2004 and highlighted that since 2013 , Dassault was unwilling to own responsibility for aircrafts manufactured by HAL. This had become a deal breaker at that time. In view of the above, the following facts about the final Rafale deal stand out against allegations being levelled by the opposition. (INR values in brackets are based on Euro to INR conversion rate on 26 Sep 2018 – intended for deal comparison purpose) As far as allegations of scam are concerned, so far Mr Gandhi has called Rafale as a – Unless Mr Gandhi knows something about making more money in scams than the deal value itself, the whole “scam” allegation is a concoction of misrepresented facts and randomly thrown around numbers. In this alarming scenario, where the strength of Indian Air Force has been rapidly diluting, UPA government just sat on the deal during their two terms of  After coming to power in 2014, NDA government closed the deal quickly to procure finest fighter jets for Indian Air Force. Additionally, in  Modi government needs to be applauded for swift decision making in not only procuring the best equipment for Indian Forces but also rapidly developing the local defence manufacturing capability in India.",2018-10-02,"BJP,Congress,Congress lies,indian armed forces,Indian Army,modi government,Narendra Modi,national security,rafale deal,Rafale Scam,rahul gandhi,Rahul Gandhi lies,UPA",Rafale deal: Rahul Gandhi’s flimsy allegations don’t stand the test of facts,https://www.opindia.com/2018/10/rafale-deal-congress-rahul-gandhis-flimsy-allegations-dont-stand-the-test-of-facts/
472,OpIndia Staff,"The Registrar of Newspapers for India (RNI) has cancelled the registration of CPI(M) mouthpiece Daily Desher Katha, published from Tripura for alleged  “unauthorised change of ownership.” According to the letter by the RNI to Daily Desher Katha, the registration has been cancelled on the basis of report from sub-divisional magistrate. Earlier in August, a complaint was registered  against the publication for allegedly violating the Press and Registration of Books Act, 1867. According to the report, a mismatch was found between the information of the editor, printer and publisher provided in the newspaper’s declaration and the data maintained with the RNI. Meanwhile, condemning the cancellation, CPI(M) general secretary Sitaram Yechury called it an ‘autocratic’ decision of the BJP-led Tripura government and suppression of democracy. Calling it a ‘brazen attack on freedom of press’, CPIM, in a statement, said  that the DM of West Tripura has cancelled the registration on dubious and flimsy grounds. For the first time in four decades, the newspaper did not get published on Tuesday, 2nd October. The CPI(M) will be holding a protest against this decision.",2018-10-02,"CPI M,party mouthpiece,publishing,Sitaram yechury,Tripura",‘Unauthorised change in ownership’ leads to cancellation of registration of CPI(M) mouthpiece Daily Desher Katha,https://www.opindia.com/2018/10/unauthorised-change-in-ownership-leads-to-cancellation-of-registration-of-cpim-mouthpiece-daily-desher-katha/
473,OpIndia Staff,"The links between Congress President Rahul Gandhi’s brother-in-law Robert Vadra and shady arms dealer Sanjay Bhandari have earlier been discussed. It was reported that Dassault Aviation had refused to partner with  Bhandari’s Offsets India Solutions due to his questionable background and proximity to Robert Vadra. Official classified documents were also found in Bhandari’s possession and he was charged with the Official Secrets Act. It was also reported that Bhandari was seen with Vadra  on multiple occasions in luxury hotels both in India and abroad. Bhandari was also connected to hawala operators who had also contributed significant sums of money to the Aam Aadmi Party. Bhandari has also been linked with property purchases of Vadra and was allegedly the beneficiary of several information leaks regarding high profile defence deals. Now, reports have emerged that claim, Sanjay Bhandari, who allegedly had very high profile links in the political circles of Delhi which helped him to expand his business and acquire multiple assets, is now attempting to speak out and name the politicians who helped him, in exchange for a clean chit from the authorities. News portal BTVI.in has reported  that Bhandari had sent an associate who attended the recent event where the last rites of senior Congress leader RK Dhawan were being performed. The associate informed some high ranking government officials that Sanjay Bhandari might be ready to talk. Republic TV has reported  that Bhandari has sent a message through the associate that he is under a lot of pressure and wants a quick response from the government. The associate who contacted the government on his behalf was reportedly an arms dealer himself and had previously managed to get a clean chit after he provided valuable information to the government. He is now reportedly trying to broker a similar deal for Bhandari. BTVI report names the associate as arms dealer Sudhir Choudhrie and states that he was arrested with his son Bhanu in London in 2014 under allegations of fraud in a Rolls Royce  and Indian Air Force deal. However, both father and son were later released on bail when no solid evidence against them was found. Republic TV states that the NDA government is yet to respond to Bhandari’s request, Bhandari is keen to reveal the names of the politically powerful people who helped him secure shady arms deals. Bhandari is reportedly currently living in London.",2018-10-02,"Arms,Congress,Congress scams,Defence Ministry,Financial fraud,Modi UK visit,nda government,rafale deal,rahul gandhi,Robert Vadra,Sanjay Bhandari,UPA government",Arms dealer Sanjay Bhandari and alleged close friend of Robert Vadra ready to spill beans: Reports,https://www.opindia.com/2018/10/arms-dealer-sanjay-bhandari-and-alleged-close-friend-of-robert-vadra-ready-to-spill-beans-reports/
474,K Bhattacharjee,"The surname Gandhi has been an integral feature of Indian politics ever since a certain Mohandas Karamchand Gandhi entered the movement for an independent India. Soon enough, he was honoured with the title of ‘Mahatma’ and his birthday on the 2nd of October is one of the three national holidays of India. Considering Gandhi’s stature in Indian politics, it was only to be expected that Indians politicians would try and latch on to him for their own electoral prospects. And it is for certain that the Gandhi dynasty that has flourished in India for decades has as much in common with Mohandas Karamchand Gandhi as the Congress party in the current year has with the Congress party of yore. The Nehru-Gandhi dynasty has transformed M.K.Gandhi into a political tool to beat the Rashtriya Swayamsevak Sangh (RSS) with. They themselves care very little about the principles that Gandhi envisioned and worked towards in his life. Gandhi’s dedication towards cow protection is well documented and well known. And yet, during the 1966 anti-cow slaughter agitation, the police fires upon the protesters and murdered quite a few of them, all under the then Prime Minister Indira Gandhi’s watch. More recently, Youth Congress leaders in Kerala butchered  a cow mercilessly in broad daylight in Kerala’s Kannur and cooked it and served it. And if those leaders are to be believed, they did so with the approval  of the state president of Youth Congress itself. In another instance, a Muslim cleric in Karnataka boasted  that cows will be slaughtered in the state during Bakr-Eid in the presence of a Congress minister who did not raise any objection despite the fact that there’s a ban on cow slaughter in the state. Of course, after public sentiment was outraged following the Congress party’s irreverence towards cows, the party now promises  Gaushalas in Madhya Pradesh ahead of Assembly Elections in the state. The Nehru-Gandhi dynasty has turned Gandhi’s principles into a cheap political gimmick. The greatest legacy of M.K. Gandhi is his commitment to non-violence even when it was horribly misguided. One could argue that his opinions were misguided and possibly even deluded, however, his firm commitment towards the principles of non-violence is very difficult to refute. The Nehru-Gandhi dynasty, on the other hand, is completely detached from Gandhi’s nonviolence. They thrive on pitting one community against another, one caste against the other, fomenting trouble where there’s none and would stop at nothing to retain their grip on power. The Congress party has no compunction in supporting divisive figures like Jignesh Mevani who was caught on camera instigating people  before violence erupted at Bhima Koregaon. And who could ever forget the Sikh genocide committed by the Congress party in 1984? M.K. Gandhi worked significantly towards the upliftment of the lower castes. The Nehru-Gandhi dynasty, on the other hand, has exploited fault lines within Hindu society and kept them divided so that they could rule over them. They have substituted development of the lower castes with sowing resentment between different castes. Their senior leader, Mani Shankar Aiyer, uses casteist slurs  against Prime Minister Modi who himself belongs to the OBC category with very little consequence. In his heart, M.K. Gandhi was a devout Hindu. The Nehru-Gandhi dynasty, on the other hand, has done everything possible and more to undermine Hinduism. They have denied  the existence of Shri Rama in the Court and their senior leader, Kapil Sibal, struggled hard to delay  the resolution of the Ayodhya dispute. Congress President Rahul Gandhi reportedly  told the US Ambassador that Hindu extremists were a greater threat to India than the Lashkar-e-Taiba. The Congress’ extensive efforts to establish the myth of saffron terror is quite well known. And if certain media reports  are to be believed, Pakistani suspects were let off the hook without proper investigation during the same time it was busy furthering the narrative of Hindu terror. And of course, there was the Communal Violence bill which sought to mandate  that only minorities could claim to be victims of communal violence. The Congress party has transformed M.K. Gandhi into a political stick to beat the opposition with. They themselves care very little about the deeds of Gandhi and the ideas he fought for. It is indeed extremely banal that the Congress party would glorify him without caring to actually work towards any of the ideas he actually envisioned. The Congress party has long since abandoned his principles and his ideas, the only thing they have in common with him currently is the surname.",2018-10-02,"communal violence bill,Congress,cow slaughter,Gau Rakshak,jignesh mevani,Mahatma Gandhi,mani shankar aiyar,Narendra Modi,rahul gandhi,saffron terror,sonia gandhi,Youth Congress",The Congress party has betrayed every principle that Mahatma Gandhi stood for,https://www.opindia.com/2018/10/the-congress-party-has-betrayed-every-principle-that-mahatma-gandhi-stood-for/
475,OpIndia Staff,"Vivek Tiwari and his colleague Sana Khan were  heading home in his SUV after an event at a dealer’s office in Vibhutikhand, Gomtinagar in the midnight of 29th September 2018. As he crossed Maqdoompur, two constables Prashant Kumar & Sandeep Kumar, on their bike reportedly chased him & tried to intercept him. As Vivek refused to stop his car, Prashant shot a bullet at him which hit him on his chin after piercing through the windshield of the SUV. Vivek was taken to Lohia hospital where he succumbed to his injury while the doctor was tending to him. However, Tiwari’s unfortunate death was used as a political platform to settle political scores and win brownie points. Senior Congress Minister Raj Babbar took a dig at Yogi Adityanath and accused him of fostering an ‘Army of goondas’ in khaki uniform in UP. Raj Babbar has, however, maintained a stoic silence on the deaths  of innocent citizens in West Bengal, let alone censuring Mamata Banerjee for the same. Aisi Taisi Democracy (@AisiTaisiDemo), a comedian group, didn’t take much time to politicize the incident & took a potshot at UP Police by bringing in the caste angle insinuating that the UP police targets Dalits and Muslims while protecting the upper caste Brahmins and Thakurs. However, after realising that Vivek Tiwari was a Brahmin, they deleted the tweet. Earlier, the Left activists have accused  Brahmins of being rapists, as if the heinous crime has caste-specific perpetrators. That is not all. When Vivek Tiwari’s widow, Kalpana, expressed her faith in the Yogi administration and the police, Shehla Rashid, student leader from JNU, trivialized Vivek Tiwari’s murder by attributing his murder to CM Yogi Adityanath. In a twitter conversation with Suvojit, who quoted Indian Express report regarding deceased Vivek Tiwari’s wife’s meeting with Yogi, Shehla mocked the deceased & his family by pinning the entire blame of Vivek’s murder on Yogi Adityanath. Earlier, Shehla Rashid had insinuated  that Union Minister Nitin Gadkari may be plotting to assassinate PM Modi. Meanwhile, UP CM Yogi Adityanath had met with the deceased’s wife on Monday, 1st October, following which she had expressed her faith in the government. Kalpana Tiwari told  news agency ANI, ” He heard what I had to say & assured help. I am in no shape to take any strong stand…I had said that I had faith in the government…today that faith has strengthened”. It is unfortunate that in this hour of grief for Vivek’s family, Congress politicians & Left-leaning activists are more interested in furthering their political agenda than on sharing her anguish or perhaps reducing it.",2018-10-02,"Murder,raj babbar,shehla rashid,Uttar Pradesh,uttar pradesh police,Yogi Adityanath",Vivek Tiwari murder: Congress and Left ‘activists’ give it a political spin,https://www.opindia.com/2018/10/vivek-tiwari-murder-congress-and-left-activists-give-it-a-political-spin/
476,OpIndia Staff,"In a shocking incident, a man and his mother were beaten up and the mother was forced  to drink the urine of a miscreant in Bengal for the crime of being a mother to a son, who praised Prime Minister Narendra Modi in a post on Facebook. Haribhakta Mondal, a home tutor by profession had posted  his admiration of Narendra Modi on the social networking site which was accompanied by a picture of the incumbent Prime Minister, which made a few people angry. On Thursday, a group of more than thirty miscreants, who according to Haribhakta belonged to Mamata Banerjee led Trinamool Congress party attacked his house in the Bosa Rameshwarbati area of Dhanekhali, Hooghly. According to Haribhakta, six people entered his house while he was tutoring his pupils and asked him to come outside for a little chat, it was only after he left his house he discovered a mob of an additional twenty people waiting for him. The mob immediately began thrashing Haribhakta as Haribhakta struggled to understand why he was being thrashed. The crowd was in frenzy and did not show any restraint. His parents who were present inside the house came to their son’s rescue but to no avail. Haribhakta’s father Ranjit Mondal and mother Sabita Mondal both were beaten by the mob and Ranjit suffered injuries to his foot. His mother also suffered the same fate and was beaten up by the miscreants. It is what happened after the beating that has brought condemnation from all sections of the society. Sabita Mondal asked for water due to exhaustion from the beating she received. Instead of giving her water, the miscreants urinated on her and forced her to drink that urine. The local leadership of the Bharatiya Janata Party informed the police and the entire family was rescued and then admitted to Dhanekhali Hospital. They were later shifted to Imambara Sardar Hospital in Chinsura. The Chairman of the BJP’s OBC Morcha, Swapan Pal termed the incident ‘Barbaric and medieval’ and expressed disgust and anger at the level of indecency and amorality in the TMC party which let the party stoop to this nadir of political principles in a democracy.  The BJP has also accused the incumbent Member of Legislative Assembly from TMC, Asima Patra of trying to hush the incident by pressurizing the family.",2018-10-01,"Bengal,BJP,Facebook,Miscreants,Narendra Modi,Social Media,TMC,Trinamool Congress,West Bengal",Bengal: Son thrashed and mother forced to drink urine for praising Modi in a Facebook post,https://www.opindia.com/2018/10/son-thrashed-and-mother-forced-to-drink-urine-for-praising-modi-on-facebook-in-bengal/
